Stagione,Calciatore,Squadra,Età,Partite Giocate,Minuti Giocati,Reti,Assist,Reti Non Su Rigore,Rigori Tirati,Ammonizioni,Espulsioni,Ruolo?
2024-25,Lorenzo Anghelè,Juventus,19.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Faustino Anjorin,Empoli,22.0,22.0,1.114,2.0,3.0,2.0,2.0,3.0,0,Cen
2024-25,Marko Arnautović,Inter,35.0,18.0,549,4.0,2.0,4.0,4.0,1.0,0,Att
2024-25,Kristjan Asllani,Inter,22.0,22.0,988,2.0,2.0,0.0,0.0,4.0,0,Cen
2024-25,Arthur Atta,Udinese,21.0,27.0,1.251,0.0,1.0,0.0,0.0,5.0,0,Cen
2024-25,Arthur Atta,Udinese,21.0,27.0,1.251,0.0,1.0,0.0,0.0,5.0,0,Att
2024-25,Emil Audero,Como,27.0,8.0,720,0.0,0.0,0.0,0.0,0.0,0,Por
2024-25,Tommaso Augello,Cagliari,29.0,38.0,2.713,0.0,7.0,0.0,0.0,3.0,0,Dif
2024-25,Carlos Augusto,Inter,25.0,29.0,1.691,3.0,2.0,3.0,3.0,1.0,0,Dif
2024-25,Yann Aurel Bisseck,Inter,23.0,27.0,1.643,3.0,2.0,3.0,3.0,4.0,0,Dif
2024-25,Paulo Azzi,Cagliari,30.0,6.0,426,0.0,0.0,0.0,0.0,2.0,0,Dif
2024-25,Oussama El Azzouzi,Bologna,23.0,2.0,19,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Jacopo Bacci,Empoli,19.0,3.0,31,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Milan Badelj,Genoa,35.0,23.0,1.472,1.0,0.0,1.0,1.0,2.0,0,Cen
2024-25,Mitchel Bakker,Atalanta,24.0,1.0,22,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Tommaso Baldanzi,Roma,21.0,31.0,832,1.0,1.0,1.0,1.0,2.0,0,Cen
2024-25,Tommaso Baldanzi,Roma,21.0,31.0,832,1.0,1.0,1.0,1.0,2.0,0,Att
2024-25,Keita Baldé Diao,Monza,29.0,11.0,638,2.0,0.0,2.0,2.0,2.0,0,Att
2024-25,Botond Balogh,Parma,22.0,29.0,2.053,0.0,1.0,0.0,0.0,5.0,0,Dif
2024-25,Mario Balotelli,Genoa,33.0,6.0,62,0.0,0.0,0.0,0.0,2.0,0,Att
2024-25,Mario Balotelli,Genoa,33.0,6.0,62,0.0,0.0,0.0,0.0,2.0,0,Cen
2024-25,Lameck Banda,Lecce,23.0,15.0,610,0.0,1.0,0.0,0.0,1.0,0,Att
2024-25,Lameck Banda,Lecce,23.0,15.0,610,0.0,1.0,0.0,0.0,1.0,0,Cen
2024-25,Daniel Bandeira,Hellas Verona,24.0,11.0,407,0.0,0.0,0.0,0.0,1.0,0,Cen
2024-25,Mattia Bani,Genoa,30.0,20.0,1.507,0.0,0.0,0.0,0.0,3.0,0,Dif
2024-25,Antonín Barák,Fiorentina,29.0,1.0,54,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Federico Barba,Como,30.0,7.0,431,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Nicolò Barella,Inter,27.0,33.0,2.493,3.0,6.0,3.0,3.0,4.0,0,Cen
2024-25,Davide Bartesaghi,Milan,18.0,4.0,118,0.0,0.0,0.0,0.0,0.0,1,Dif
2024-25,Federico Baschirotto,Lecce,27.0,38.0,3.420,2.0,0.0,2.0,2.0,3.0,0,Dif
2024-25,Daniele Baselli,Como,32.0,2.0,22,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Alessandro Bastoni,Inter,25.0,33.0,2.401,1.0,5.0,1.0,1.0,6.0,1,Dif
2024-25,Reda Belahyane,Hellas Verona,20.0,22.0,1.658,0.0,2.0,0.0,0.0,6.0,1,Cen
2024-25,Reda Belahyane,Lazio,20.0,6.0,198,0.0,0.0,0.0,0.0,0.0,1,Cen
2024-25,Raoul Bellanova,Torino,24.0,1.0,87,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Raoul Bellanova,L'Aquila,24.0,34.0,2.402,0.0,9.0,0.0,0.0,3.0,0,Dif
2024-25,Andrea Belotti,Como,30.0,18.0,593,2.0,0.0,2.0,2.0,1.0,0,Att
2024-25,Lucas Beltrán,Fiorentina,23.0,33.0,1.953,5.0,4.0,3.0,3.0,6.0,0,Att
2024-25,Lucas Beltrán,Fiorentina,23.0,33.0,1.953,5.0,4.0,3.0,3.0,6.0,0,Cen
2024-25,Adrian Benedyczak,Parma,23.0,9.0,214,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Adrian Benedyczak,Parma,23.0,9.0,214,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Ismaël Bennacer,Milan,26.0,6.0,300,0.0,0.0,0.0,0.0,2.0,0,Cen
2024-25,Medon Berisha,Lecce,20.0,17.0,716,0.0,1.0,0.0,0.0,5.0,0,Cen
2024-25,Adrian Bernabe,Parma,23.0,21.0,1.453,1.0,1.0,1.0,1.0,1.0,0,Cen
2024-25,Antoine Bernede,Hellas Verona,25.0,14.0,594,1.0,0.0,1.0,1.0,2.0,0,Cen
2024-25,Sam Beukema,Bologna,25.0,35.0,3.012,0.0,1.0,0.0,0.0,1.0,0,Dif
2024-25,Alessandro Bianco,Monza,21.0,34.0,2.600,1.0,0.0,1.0,1.0,9.0,0,Cen
2024-25,Alessandro Bianco,Fiorentina,21.0,1.0,18,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Jaka Bijol,Udinese,25.0,34.0,2.963,1.0,0.0,1.0,1.0,13.0,1,Dif
2024-25,Philip Billing,Napoli,28.0,10.0,197,1.0,0.0,1.0,1.0,1.0,0,Cen
2024-25,Cristiano Biraghi,Torino,31.0,15.0,1.158,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Cristiano Biraghi,Fiorentina,31.0,8.0,433,1.0,0.0,1.0,1.0,1.0,0,Dif
2024-25,Samuele Birindelli,Monza,25.0,21.0,1.468,3.0,0.0,3.0,3.0,2.0,0,Dif
2024-25,Samuele Birindelli,Monza,25.0,21.0,1.468,3.0,0.0,3.0,3.0,2.0,0,Cen
2024-25,Bjarki Bjarkason,Venezia,24.0,9.0,165,0.0,0.0,0.0,0.0,2.0,0,Dif
2024-25,Bjarki Bjarkason,Venezia,24.0,9.0,165,0.0,0.0,0.0,0.0,2.0,0,Cen
2024-25,Emil Bohinen,Genoa,25.0,3.0,166,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Warren Bondo,Monza,20.0,20.0,1.618,0.0,0.0,0.0,0.0,5.0,1,Cen
2024-25,Warren Bondo,Milan,20.0,4.0,162,0.0,0.0,0.0,0.0,1.0,0,Cen
2024-25,Kevin Bonifazi,Lecce,28.0,3.0,65,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Ange-Yoan Bonny,Parma,20.0,37.0,2.529,6.0,4.0,4.0,4.0,2.0,0,Att
2024-25,Edoardo Bove,Fiorentina,22.0,12.0,851,1.0,2.0,1.0,1.0,3.0,0,Cen
2024-25,Edoardo Bove,Fiorentina,22.0,12.0,851,1.0,2.0,1.0,1.0,3.0,0,Att
2024-25,Domagoj Bradarić,Hellas Verona,24.0,28.0,1.933,1.0,0.0,1.0,1.0,6.0,0,Dif
2024-25,Matthias Braunöder,Como,22.0,8.0,268,0.0,0.0,0.0,0.0,3.0,1,Cen
2024-25,Iker Bravo,Udinese,19.0,29.0,682,2.0,1.0,2.0,2.0,3.0,0,Att
2024-25,Iker Bravo,Udinese,19.0,29.0,682,2.0,1.0,2.0,2.0,3.0,0,Cen
2024-25,Gleison Bremer,Juventus,27.0,6.0,540,0.0,0.0,0.0,0.0,2.0,0,Dif
2024-25,Brenner,Udinese,24.0,9.0,386,1.0,2.0,1.0,1.0,0.0,0,Cen
2024-25,Brenner,Udinese,24.0,9.0,386,1.0,2.0,1.0,1.0,0.0,0,Att
2024-25,Marco Brescianini,Atalanta,24.0,29.0,991,4.0,2.0,4.0,4.0,1.0,0,Cen
2024-25,Arvid Brorsson,Monza,25.0,6.0,362,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Tajon Buchanan,Inter,25.0,6.0,95,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Tajon Buchanan,Inter,25.0,6.0,95,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Alessandro Buongiorno,Napoli,25.0,22.0,1.924,1.0,0.0,1.0,1.0,2.0,0,Dif
2024-25,Rareș-Cătălin Burnete,Lecce,20.0,4.0,28,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Gianluca Busio,Venezia,22.0,33.0,2.518,2.0,0.0,2.0,2.0,4.0,0,Cen
2024-25,Jean Butez,Como,29.0,19.0,1.666,0.0,0.0,0.0,0.0,0.0,0,Por
2024-25,Liberato Cacace,Empoli,23.0,33.0,2.230,2.0,4.0,2.0,2.0,6.0,0,Cen
2024-25,Liberato Cacace,Empoli,23.0,33.0,2.230,2.0,4.0,2.0,2.0,6.0,0,Dif
2024-25,Alessio Cacciamani,Torino,17.0,2.0,31,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Alessio Cacciamani,Torino,17.0,2.0,31,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Davide Calabria,Bologna,27.0,11.0,632,0.0,1.0,0.0,0.0,3.0,0,Dif
2024-25,Davide Calabria,Milan,27.0,7.0,316,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Luca Caldirola,Monza,33.0,14.0,876,0.0,0.0,0.0,0.0,5.0,0,Dif
2024-25,Hakan Çalhanoğlu,Inter,30.0,29.0,1.947,5.0,6.0,2.0,2.0,5.0,0,Cen
2024-25,Drissa Camara,Parma,22.0,21.0,447,0.0,0.0,0.0,0.0,3.0,0,Cen
2024-25,Drissa Camara,Parma,22.0,21.0,447,0.0,0.0,0.0,0.0,3.0,0,Att
2024-25,Francesco Camarda,Milan,16.0,10.0,206,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Francesco Camarda,Milan,16.0,10.0,206,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Nicolò Cambiaghi,Bologna,23.0,18.0,620,1.0,3.0,1.0,1.0,0.0,0,Att
2024-25,Andrea Cambiaso,Juventus,24.0,33.0,2.221,2.0,3.0,2.0,2.0,4.0,0,Dif
2024-25,Andrea Cambiaso,Juventus,24.0,33.0,2.221,2.0,3.0,2.0,2.0,4.0,0,Att
2024-25,Thomas Campaniello,Empoli,16.0,3.0,25,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Matteo Cancellieri,Parma,22.0,27.0,1.424,3.0,0.0,3.0,3.0,2.0,1,Att
2024-25,Matteo Cancellieri,Parma,22.0,27.0,1.424,3.0,0.0,3.0,3.0,2.0,1,Cen
2024-25,Fali Candé,Venezia,26.0,17.0,1.530,1.0,1.0,1.0,1.0,4.0,0,Dif
2024-25,Antonio Candela,Venezia,24.0,14.0,1.008,0.0,1.0,0.0,0.0,2.0,0,Dif
2024-25,Gianluca Caprari,Monza,31.0,34.0,1.651,3.0,2.0,1.0,1.0,3.0,0,Cen
2024-25,Gianluca Caprari,Monza,31.0,34.0,1.651,3.0,2.0,1.0,1.0,3.0,0,Att
2024-25,Elia Caprile,Cagliari,22.0,18.0,1.620,0.0,0.0,0.0,0.0,0.0,0,Por
2024-25,Elia Caprile,Napoli,22.0,4.0,325,0.0,0.0,0.0,0.0,0.0,0,Por
2024-25,Francesco Caputo,Empoli,36.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Maxence Caqueret,Como,24.0,18.0,1.087,2.0,3.0,2.0,2.0,4.0,0,Cen
2024-25,Andrea Carboni,Monza,23.0,26.0,2.191,0.0,1.0,0.0,0.0,5.0,0,Dif
2024-25,Franco Carboni,Venezia,21.0,8.0,226,0.0,0.0,0.0,0.0,2.0,0,Dif
2024-25,Marco Carnesecchi,Atalanta,24.0,34.0,3.060,0.0,0.0,0.0,0.0,1.0,0,Por
2024-25,Cesare Casadei,Torino,21.0,15.0,1.017,1.0,1.0,1.0,1.0,1.0,0,Cen
2024-25,Nicolò Casale,Bologna,26.0,15.0,900,0.0,1.0,0.0,0.0,1.0,0,Dif
2024-25,Nicolò Casale,Lazio,26.0,2.0,135,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Federico Cassa,Atalanta,18.0,2.0,14,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Federico Cassa,Atalanta,18.0,2.0,14,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Valentín Castellanos,Lazio,25.0,29.0,2.384,10.0,3.0,8.0,8.0,9.0,1,Att
2024-25,Santiago Castro,Bologna,19.0,36.0,2.294,8.0,4.0,8.0,8.0,7.0,0,Att
2024-25,Gaetano Castrovilli,Monza,27.0,12.0,596,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Gaetano Castrovilli,Lazio,27.0,9.0,148,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Gaetano Castrovilli,Lazio,27.0,9.0,148,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Danilo Cataldi,Fiorentina,29.0,25.0,1.728,3.0,0.0,3.0,3.0,1.0,0,Cen
2024-25,Zeki Çelik,Roma,27.0,31.0,2.256,0.0,2.0,0.0,0.0,5.0,0,Dif
2024-25,Alberto Cerri,Como,28.0,5.0,87,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Gabriel Charpentier,Parma,25.0,10.0,271,1.0,2.0,1.0,1.0,1.0,0,Att
2024-25,Walid Cheddira,Napoli,26.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Leandro Chichizola,Parma,34.0,1.0,90,0.0,0.0,0.0,0.0,0.0,0,Por
2024-25,Samuel Chukwueze,Milan,25.0,26.0,925,3.0,2.0,3.0,3.0,0.0,0,Att
2024-25,Samuel Chukwueze,Milan,25.0,26.0,925,3.0,2.0,3.0,3.0,0.0,0,Cen
2024-25,Aaron Ciammaglichella,Torino,19.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Giuseppe Ciocci,Cagliari,22.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0,Por
2024-25,Alessandro Circati,Parma,20.0,6.0,540,0.0,0.0,0.0,0.0,1.0,0,Dif
2024-25,Alphadjo Cissè,Hellas Verona,17.0,2.0,9,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Alphadjo Cissè,Hellas Verona,17.0,2.0,9,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Patrick Ciurria,Monza,29.0,21.0,1.111,1.0,1.0,1.0,1.0,1.0,0,Cen
2024-25,Patrick Ciurria,Monza,29.0,21.0,1.111,1.0,1.0,1.0,1.0,1.0,0,Dif
2024-25,Saúl Coco,Torino,25.0,32.0,2.845,2.0,0.0,2.0,2.0,10.0,0,Dif
2024-25,Lorenzo Colombo,Empoli,22.0,37.0,2.233,6.0,2.0,5.0,5.0,5.0,1,Att
2024-25,Lorenzo Colombo,Empoli,22.0,37.0,2.233,6.0,2.0,5.0,5.0,5.0,1,Cen
2024-25,Andrea Colpani,Fiorentina,25.0,25.0,1.450,2.0,1.0,2.0,2.0,1.0,0,Att
2024-25,Andrea Colpani,Fiorentina,25.0,25.0,1.450,2.0,1.0,2.0,2.0,1.0,0,Cen
2024-25,Florinel Coman,Cagliari,26.0,9.0,263,1.0,0.0,1.0,1.0,2.0,0,Att
2024-25,Florinel Coman,Cagliari,26.0,9.0,263,1.0,0.0,1.0,1.0,2.0,0,Cen
2024-25,Pietro Comuzzo,Fiorentina,19.0,33.0,2.200,1.0,0.0,1.0,1.0,5.0,0,Dif
2024-25,Francisco Conceição,Juventus,21.0,26.0,1.340,3.0,3.0,3.0,3.0,5.0,1,Att
2024-25,Francisco Conceição,Juventus,21.0,26.0,1.340,3.0,3.0,3.0,3.0,5.0,1,Cen
2024-25,Diego Coppola,Hellas Verona,20.0,34.0,2.927,2.0,0.0,2.0,2.0,10.0,0,Dif
2024-25,Maxwel Cornet,Genoa,27.0,7.0,246,2.0,1.0,2.0,2.0,0.0,0,Att
2024-25,Maxwel Cornet,Genoa,27.0,7.0,246,2.0,1.0,2.0,2.0,0.0,0,Cen
2024-25,Joaquín Correa,Inter,29.0,19.0,731,2.0,2.0,2.0,2.0,3.0,0,Att
2024-25,Joaquín Correa,Inter,29.0,19.0,731,2.0,2.0,2.0,2.0,3.0,0,Cen
2024-25,Alberto costa,Juventus,20.0,9.0,357,0.0,1.0,0.0,0.0,3.0,0,Dif
2024-25,Lassana Coulibaly,Lecce,28.0,38.0,2.667,1.0,0.0,1.0,1.0,3.0,0,Cen
2024-25,Woyo Coulibaly,Parma,25.0,14.0,1.084,0.0,1.0,0.0,0.0,1.0,1,Dif
2024-25,Bryan Cristante,Roma,29.0,30.0,2.045,4.0,2.0,4.0,4.0,8.0,0,Cen
2024-25,Domen Črnigoj,Venezia,28.0,8.0,136,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Juan Cuadrado,Atalanta,36.0,23.0,832,0.0,2.0,0.0,0.0,3.0,0,Dif
2024-25,Juan Cuadrado,Atalanta,36.0,23.0,832,0.0,2.0,0.0,0.0,3.0,0,Cen
2024-25,Patrick Cutrone,Como,26.0,33.0,2.047,7.0,4.0,7.0,7.0,1.0,0,Att
2024-25,Wylan Cyprien,Parma,29.0,2.0,28,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Danilo D'Ambrosio,Monza,35.0,20.0,1.095,0.0,1.0,0.0,0.0,2.0,1,Dif
2024-25,Lucas Da Cunha,Como,23.0,36.0,2.613,3.0,2.0,3.0,3.0,4.0,0,Cen
2024-25,Samuel Dahl,Roma,24.0,2.0,43,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Samuel Dahl,Roma,24.0,2.0,43,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Thijs Dallinga,Bologna,23.0,31.0,1.154,3.0,2.0,3.0,3.0,1.0,0,Att
2024-25,Maat Daniel Caprini,Fiorentina,18.0,2.0,8,0.0,0.0,0.0,0.0,0.0,0,Att
2024-25,Flavius Daniliuc,Hellas Verona,23.0,18.0,1.004,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Danilo Luiz da Silva,Juventus,33.0,12.0,581,0.0,1.0,0.0,0.0,2.0,0,Dif
2024-25,Matteo Darmian,Inter,34.0,29.0,1.781,3.0,2.0,3.0,3.0,3.0,0,Dif
2024-25,Juan David Cabal,Juventus,23.0,7.0,460,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Keinan Davis,Udinese,26.0,23.0,1.066,2.0,1.0,2.0,2.0,2.0,0,Att
2024-25,Paweł Dawidowicz,Hellas Verona,29.0,26.0,1.845,0.0,0.0,0.0,0.0,7.0,1,Dif
2024-25,Paweł Dawidowicz,Hellas Verona,29.0,26.0,1.845,0.0,0.0,0.0,0.0,7.0,1,Cen
2024-25,Charles De Ketelaere,Atalanta,23.0,36.0,2.070,7.0,7.0,7.0,7.0,1.0,0,Cen
2024-25,Charles De Ketelaere,Atalanta,23.0,36.0,2.070,7.0,7.0,7.0,7.0,1.0,0,Att
2024-25,Mattia De Sciglio,Empoli,31.0,16.0,769,1.0,0.0,1.0,1.0,0.0,0,Dif
2024-25,Lorenzo De Silvestri,Bologna,36.0,18.0,1.060,1.0,0.0,1.0,1.0,1.0,0,Dif
2024-25,Koni De Winter,Genoa,22.0,25.0,2.135,3.0,0.0,3.0,3.0,6.0,0,Dif
2024-25,Alessandro Deiola,Cagliari,28.0,29.0,1.432,2.0,1.0,2.0,2.0,6.0,0,Cen
2024-25,Enrico Del Prato,Parma,24.0,34.0,2.947,4.0,0.0,4.0,4.0,8.0,0,Dif
2024-25,Fisayo Dele-Bashiru,Lazio,23.0,20.0,947,3.0,1.0,3.0,3.0,0.0,0,Cen
2024-25,Fisayo Dele-Bashiru,Lazio,23.0,20.0,947,3.0,1.0,3.0,3.0,0.0,0,Att
2024-25,Ali Dembélé,Torino,20.0,15.0,388,1.0,0.0,1.0,1.0,4.0,1,Dif
2024-25,Michele Di Gregorio,Juventus,27.0,33.0,2.970,0.0,0.0,0.0,0.0,0.0,0,Por
2024-25,Giovanni Di Lorenzo,Napoli,30.0,37.0,3.330,3.0,2.0,3.0,3.0,6.0,0,Dif
2024-25,Boulaye Dia,Lazio,27.0,35.0,2.177,9.0,3.0,9.0,9.0,2.0,0,Cen
2024-25,Boulaye Dia,Lazio,27.0,35.0,2.177,9.0,3.0,9.0,9.0,2.0,0,Att
2024-25,Assane Diao,Como,18.0,15.0,1.252,8.0,1.0,8.0,8.0,2.0,0,Att
2024-25,Assane Diao,Como,18.0,15.0,1.252,8.0,1.0,8.0,8.0,2.0,0,Cen
2024-25,Federico Dimarco,Inter,26.0,33.0,2.177,4.0,7.0,4.0,4.0,3.0,0,Dif
2024-25,Federico Dimarco,Inter,26.0,33.0,2.177,4.0,7.0,4.0,4.0,3.0,0,Att
2024-25,Berat Djimsiti,Atalanta,31.0,34.0,2.640,1.0,2.0,1.0,1.0,6.0,0,Dif
2024-25,Domilson Cordeiro dos Santos,Fiorentina,25.0,35.0,3.115,0.0,5.0,0.0,0.0,8.0,0,Dif
2024-25,Benjamín Domínguez,Bologna,20.0,24.0,1.281,3.0,2.0,3.0,3.0,0.0,0,Att
2024-25,Patrick Dorgu,Lecce,19.0,21.0,1.840,3.0,1.0,3.0,3.0,2.0,1,Dif
2024-25,Patrick Dorgu,Lecce,19.0,21.0,1.840,3.0,1.0,3.0,3.0,2.0,1,Att
2024-25,Alberto Dossena,Como,25.0,23.0,1.825,0.0,2.0,0.0,0.0,1.0,1,Dif
2024-25,Issa Doumbia,Venezia,20.0,24.0,939,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Anastasios Douvikas,Como,24.0,13.0,580,2.0,2.0,2.0,2.0,1.0,0,Att
2024-25,Artem Dovbyk,Roma,27.0,32.0,2.418,12.0,2.0,10.0,10.0,0.0,0,Att
2024-25,Ondrej Duda,Hellas Verona,29.0,28.0,2.395,1.0,3.0,1.0,1.0,12.0,1,Cen
2024-25,Denzel Dumfries,Inter,28.0,29.0,1.955,7.0,2.0,7.0,7.0,4.0,0,Dif
2024-25,Denzel Dumfries,Inter,28.0,29.0,1.955,7.0,2.0,7.0,7.0,4.0,0,Att
2024-25,Alfred Duncan,Venezia,31.0,16.0,957,0.0,0.0,0.0,0.0,2.0,0,Cen
2024-25,Paulo Dybala,Roma,30.0,24.0,1.417,6.0,3.0,3.0,3.0,2.0,0,Att
2024-25,Paulo Dybala,Roma,30.0,24.0,1.417,6.0,3.0,3.0,3.0,2.0,0,Cen
2024-25,Enzo Ebosse,Udinese,25.0,2.0,90,0.0,0.0,0.0,0.0,1.0,0,Dif
2024-25,Tyronne Ebuehi,Empoli,28.0,4.0,74,0.0,0.0,0.0,0.0,0.0,0,Dif
2024-25,Tyronne Ebuehi,Empoli,28.0,4.0,74,0.0,0.0,0.0,0.0,0.0,0,Cen
2024-25,Éderson,Atalanta,25.0,37.0,2.881,4.0,1.0,4.0,4.0,5.0,1,Cen
2024-25,Kingsley Ehizibue,Udinese,29.0,33.0,2.498,0.0,1.0,0.0,0.0,5.0,0,Dif
2024-25,Jeff Ekhator,Genoa,17.0,24.0,769,1.0,1.0,1.0,1.0,1.0,0,Att
2024-25,Jeff Ekhator,Genoa,17.0,24.0,769,1.0,1.0,1.0,1.0,1.0,0,Cen
2024-25,Jurgen Ekkelenkamp,Udinese,24.0,34.0,1.892,3.0,2.0,3.0,3.0,2.0,0,Cen
2024-25,Emmanuel Ekong,Empoli,22.0,15.0,186,0.0,0.0,0.0,0.0,1.0,0,Cen
2024-25,Emmanuel Ekong,Empoli,22.0,15.0,186,0.0,0.0,0.0,0.0,1.0,0,Att
2024-25,Caleb Ekuban,Genoa,30.0,18.0,555,1.0,3.0,1.0,1.0,1.0,0,Att
2024-25,Mikael Ellertsson,Venezia,22.0,36.0,2.470,2.0,2.0,2.0,2.0,2.0,0,Dif
2024-25,Mikael Ellertsson,Venezia,22.0,36.0,2.470,2.0,2.0,2.0,2.0,2.0,0,Cen
2024-25,Elif Elmas,Torino,24.0,13.0,1.021,4.0,0.0,4.0,4.0,0.0,0,Att
2024-25,Elif Elmas,Torino,24.0,13.0,1.021,4.0,0.0,4.0,4.0,0.0,0,Cen
2024-25,Emerson,Milan,25.0,17.0,1.377,0.0,0.0,0.0,0.0,5.0,0,Dif
